track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
1089972	5206	30747	17	11	0	0	8.0	2
1344331	1086	30698	21	7	0	0	5.0	2
1294768	2593	30558	25	11	0	0	8.0	2
1402653	2482	30509	70	26	0	0	8.0	1
3517	1794	30463	436	363	0	0	0.0	0
135662	10684	30448	532	308	0	0	6.0	1
1233757	9873	30362	23	10	0	0	8.0	1
818616	6044	30356	176	68	2	0	0.0	0
405783	9720	30346	351	181	1	0	8.0	2
1166623	27074	30326	8	2	0	0	0.0	0
246572	4303	30307	81	39	7	0	4.0	1
183419	7868	30298	113	47	3	0	6.0	1
738930	5251	30273	55	20	1	0	0.0	0
97968	1049	30260	57	34	0	0	0.0	0
1294773	854	30226	17	4	0	0	8.0	2
224	14844	30207	1240	1122	0	0	6.0	1
31798	4012	30182	453	287	8	0	8.0	2
119346	1159	30045	97	41	1	0	4.0	1
359654	3396	30016	75	27	2	0	9.0	2
4884	3909	29947	177	120	0	0	4.0	1
400107	3331	29900	237	126	2	0	8.0	1
354819	2484	29871	96	43	0	0	6.0	1
832633	15664	29856	79	31	1	0	8.0	2
43993	1842	29838	156	75	2	0	8.0	2
476786	4283	29765	249	132	5	0	6.0	1
101121	1450	29750	103	56	0	1	9.0	2
14347	4364	29730	83	59	0	0	0.0	0
288362	1919	29720	62	32	0	0	6.0	1
1402654	2535	29719	62	23	0	0	8.0	1
1269564	6584	29661	111	61	2	0	0.0	0
785651	3491	29636	107	52	3	0	0.0	0
916193	10293	29567	90	45	1	0	6.5	2
344329	3903	29534	106	54	0	0	0.0	0
1143939	4519	29506	68	30	4	0	8.6667	3
1267292	6472	29472	157	77	4	0	0.0	0
371241	2754	29468	607	396	0	0	0.0	0
415168	2880	29464	838	550	0	0	0.0	0
1068665	6693	29406	247	149	10	0	8.0	2
190867	4759	29370	109	38	0	0	0.0	0
916171	3730	29315	102	54	1	0	6.0	2
769794	398	29291	31	13	1	0	0.0	0
939289	8861	29280	90	45	0	0	8.0	2
1180613	7727	29250	30	14	1	0	4.0	1
1203144	4488	29200	97	48	1	0	10.0	1
1115098	8781	29180	32	15	1	0	8.0	2
599227	8506	29155	142	57	12	0	6.0	1
1294776	594	29102	13	4	0	0	8.0	2
329513	2294	29088	74	38	0	0	7.0	2
1267286	4938	29081	188	88	2	0	0.0	0
1059885	4928	28974	44	15	2	0	8.0	2
1275458	14161	28957	99	59	6	0	8.0	2
1294441	2794	28937	67	60	1	0	3.5	4
458250	5721	28923	135	64	0	0	7.0	2
1348069	6317	28898	62	25	0	0	10.0	1
533193	12330	28896	41	23	2	0	0.0	0
1164747	2444	28885	37	19	0	0	8.0	1
945203	12178	28829	142	93	2	0	8.0	2
103075	2192	28820	667	394	0	0	0.0	0
15170	4967	28758	1713	1292	3	0	5.5	2
1177790	1822	28742	6	0	1	0	7.0	2
1241791	2762	28731	16	8	0	0	8.0	1
1068668	4284	28722	193	108	11	0	8.0	2
618544	3564	28713	70	26	1	0	0.0	0
1115099	4907	28700	33	16	1	0	8.0	2
168666	36494	28698	88	43	1	0	0.0	0
1317182	298	28629	3	0	0	0	6.0	1
387508	2885	28605	420	249	1	0	0.0	0
700216	2289	28552	312	174	3	0	0.0	0
17172	1733	28551	216	135	1	0	0.0	0
229128	4883	28512	31	15	0	0	0.0	0
347879	3918	28490	60	27	1	0	8.0	2
103079	2620	28465	668	394	2	0	0.0	0
450993	5496	28454	396	239	2	0	0.0	0
410748	1532	28448	82	37	0	0	7.0	2
34008	4290	28394	61	28	0	0	4.0	1
715561	3652	28373	162	109	3	0	3.0	2
700218	5718	28340	351	197	2	1	6.0	1
347269	5392	28287	81	35	0	0	6.0	1
43884	3744	28222	1232	898	3	0	8.0	2
354912	1046	28203	45	16	0	0	10.0	1
920344	3205	28198	66	28	3	0	9.0	2
1366207	2858	28188	24	9	0	0	7.0	1
206604	1243	28175	61	24	1	0	8.0	2
40639	1633	28168	95	36	0	0	4.0	1
304840	499	28159	94	48	0	0	0.0	0
14343	2654	28131	85	59	0	0	0.0	0
7256	5907	27996	592	491	1	0	4.0	1
35171	6127	27996	805	521	1	0	4.0	1
661498	1325	27976	20	6	1	0	6.0	2
415160	4845	27963	834	546	0	0	0.0	0
190871	4681	27908	147	68	2	1	0.0	0
347261	7790	27892	75	36	2	0	7.0	2
35173	3230	27875	813	516	6	0	0.0	0
92075	17032	27804	21	7	0	0	0.0	0
818617	4608	27788	173	70	3	0	0.0	0
180248	695	27768	56	32	0	0	6.0	1
6731	4302	27767	852	574	2	0	8.0	2
1066799	1284	27746	23	5	0	0	8.0	2
95413	1999	27744	350	192	0	0	8.0	1
769796	331	27570	31	13	0	0	0.0	0
794513	7902	27555	29	10	1	0	0.0	0
7248	2924	27519	632	504	7	0	8.0	1
1209453	5018	27513	131	69	1	0	8.0	1
10559	6983	27421	1728	1534	0	0	6.0	1
1204747	20506	27413	24	7	1	0	8.0	2
728109	4295	27383	145	57	2	0	6.0	1
1313075	3065	27372	112	54	0	0	10.0	1
40637	1664	27368	95	35	1	0	4.0	1
1066807	859	27322	17	7	0	0	8.0	2
26440	4709	27312	990	631	0	0	6.0	1
358556	2064	27296	23	8	1	0	0.0	0
781951	14917	27251	11	5	0	0	0.0	0
547238	929	27248	31	12	0	0	8.0	2
680974	2661	27236	62	27	4	0	10.0	1
288373	1410	27233	58	32	1	0	0.0	0
363326	5879	27230	95	55	3	0	0.0	0
497844	30702	27184	21	9	0	0	0.0	0
94579	2005	27176	435	273	0	0	0.0	0
134151	4494	27168	77	38	3	0	0.0	0
124383	858	27138	492	303	0	0	0.0	0
1418017	8850	27122	37	28	0	0	0.0	0
1294745	1776	27081	51	28	1	0	8.6667	3
428528	1310	27069	47	18	0	0	0.0	0
25563	2395	27000	777	618	0	0	0.0	0
1061439	6274	26984	82	34	2	0	10.0	2
1326952	7648	26967	119	77	0	0	8.0	2
818607	3952	26952	221	95	1	0	0.0	0
339424	2855	26948	156	76	1	0	8.0	1
1116709	164214	26928	28	12	2	0	2.0	2
4880	1859	26909	195	126	2	0	0.0	0
818620	4809	26901	204	76	4	0	8.0	1
231	13589	26864	1257	1126	1	0	6.0	1
190846	8054	26834	94	48	0	0	4.0	1
75308	4707	26822	449	242	1	0	0.0	0
181606	1996	26820	446	274	0	0	8.0	2
285624	1357	26812	60	32	1	1	0.0	0
1071484	5474	26809	40	16	1	0	8.0	2
1011645	75538	26771	12	1	0	0	0.0	0
38769	3044	26742	339	197	1	0	0.0	0
1221995	10097	26693	85	49	4	0	0.0	0
1266502	2745	26653	43	26	0	0	0.0	0
17177	3142	26633	284	152	0	0	0.0	0
396641	5962	26603	8	3	0	0	0.0	0
263741	4178	26570	93	49	3	0	6.0	1
818622	2020	26503	127	49	1	0	0.0	0
873816	2726	26417	149	84	3	0	8.0	2
518468	16612	26392	301	155	2	0	4.0	2
415169	2936	26332	853	552	2	0	0.0	0
1115096	1376	26255	31	18	2	0	8.0	1
113596	1634	26185	117	37	0	0	6.0	1
537124	4442	26168	397	209	1	0	9.0	2
408502	4215	26136	80	47	1	0	0.0	0
1209450	17229	26130	105	57	1	0	0.0	0
818612	3957	26064	159	62	2	0	7.0	1
1153923	5119	26048	87	35	4	0	6.0	2
356426	19121	26039	99	57	0	0	0.0	0
1119403	907	25985	22	11	0	0	8.0	2
7249	11864	25931	665	496	2	1	8.0	1
476810	1822	25931	208	118	2	0	6.0	1
1251475	6069	25924	144	86	1	0	0.0	0
24835	2809	25916	131	68	1	0	6.0	1
347847	7130	25912	137	79	4	0	8.0	2
1155158	16667	25901	132	70	4	1	10.0	1
1125636	2441	25870	101	66	0	0	8.0	2
185293	2463	25845	288	155	4	0	8.0	2
1063454	5825	25791	26	9	0	0	7.0	2
312989	4559	25763	94	26	5	0	2.0	2
1335192	2097	25727	16	5	0	0	6.0	3
1303037	3246	25723	50	29	0	0	8.0	2
1090145	708	25664	12	5	0	0	8.0	2
35167	3537	25663	783	509	1	0	0.0	0
1091136	1989	25659	5	2	0	0	0.0	0
132868	3465	25472	101	57	1	0	8.0	2
103077	1955	25465	658	384	0	0	6.0	1
223	17920	25461	1237	1120	0	0	6.0	1
175020	2108	25429	237	113	0	0	8.0	2
1086035	4713	25315	9	2	0	0	4.0	1
118965	3231	25311	157	76	2	0	0.0	0
222	17942	25269	1054	937	0	0	6.0	1
2636	5715	25265	195	129	1	0	6.6667	3
314970	9722	25226	49	22	0	1	0.0	0
17171	2845	25221	251	139	0	0	6.0	1
201905	5533	25199	127	66	1	0	10.0	1
401633	3408	25173	104	41	3	0	0.0	0
485751	3456	25158	139	64	3	0	0.0	0
1063456	1709	25136	40	11	0	0	8.0	1
1203819	1688	25136	4	1	0	0	4.0	1
1180622	9393	25087	17	8	1	0	0.0	0
907121	8425	25054	77	31	2	0	0.0	0
1090149	394	25049	7	2	0	0	8.0	2
3448	44546	24988	1450	1274	0	0	0.0	0
248404	3601	24966	45	17	1	0	0.0	0
1145839	20050	24958	109	73	2	0	10.0	2
76659	1893	24958	478	299	2	0	8.0	2
78135	3906	24929	72	32	4	0	4.0	1
1135530	17262	24888	67	30	3	0	8.0	2
421722	1024	24778	39	20	0	0	0.0	0
1267289	7654	24761	125	58	3	0	0.0	0
94755	1725	24676	910	578	1	0	6.0	1
371238	1971	24661	590	390	0	0	0.0	0
116255	13698	24622	29	8	1	0	0.0	0
299740	1158	24561	51	29	0	0	0.0	0
283221	34390	24532	13	2	0	0	0.0	0
238092	2887	24528	750	480	3	0	6.0	1
1090148	2073	24457	28	14	0	0	8.0	2
6007	2712	24420	237	145	3	0	6.0	1
94731	3560	24398	893	560	0	0	6.0	1
727905	2869	24396	172	60	2	0	0.0	0
31797	2894	24387	404	261	0	1	8.0	1
1106791	9976	24352	2	1	0	0	0.0	0
1242794	4217	24338	56	28	0	0	10.0	1
425768	1932	24327	186	97	1	0	0.0	0
371707	2270	24307	594	387	0	0	0.0	0
618545	3200	24280	90	35	4	0	8.0	2
1275423	18267	24270	67	28	1	0	8.0	2
6498	3064	24263	1145	962	2	0	0.0	0
25561	2159	24257	759	618	0	0	0.0	0
181803	4728	24208	520	328	0	0	8.0	2
38011	2561	24188	173	114	1	0	6.0	1
1063328	3025	24165	27	12	0	0	8.6667	3
1058325	685	24165	19	12	1	1	0.0	0
1348160	1679	24153	44	40	0	0	2.75	4
934042	2415	24139	72	30	2	0	8.0	2
75307	2600	24085	442	241	1	0	0.0	0
1348040	3943	24058	51	11	0	0	0.0	0
1177778	2260	24056	17	3	0	0	8.0	2
1353967	9288	24051	46	14	0	0	0.0	0
1109635	4141	24037	87	43	2	0	8.0	1
1300073	33534	24028	17	6	0	0	0.0	0
33820	6798	24013	84	32	0	0	6.0	1
957450	8421	23993	76	24	1	0	0.0	0
669147	3036	23979	61	25	4	0	0.0	0
1126716	3799	23942	68	48	0	0	8.0	1
405789	3257	23937	337	167	0	0	0.0	0
1056679	23115	23920	19	7	1	0	0.0	0
1199574	13563	23899	40	15	0	0	8.0	2
1312861	3871	23891	44	25	0	0	8.0	2
103080	5494	23881	662	389	1	0	0.0	0
391307	1113	23875	30	14	5	0	10.0	1
1128086	20874	23865	5	3	1	0	0.0	0
818595	3855	23862	217	93	3	0	0.0	0
113599	834	23854	71	37	1	0	6.0	1
219	23041	23840	1254	1122	5	2	4.0	1
832631	11113	23829	50	14	0	0	0.0	0
7258	2576	23793	611	493	2	0	6.0	1
1266726	3629	23757	70	47	0	0	0.0	0
1342575	3594	23757	125	62	0	0	0.0	0
1163212	5166	23756	109	62	1	0	10.0	1
130484	1987	23744	74	32	0	0	0.0	0
818604	2468	23730	195	84	1	0	0.0	0
288370	3629	23716	53	30	0	0	0.0	0
793921	2703	23705	129	49	5	2	0.0	0
1350830	5649	23696	65	29	0	0	2.0	1
1304001	3022	23694	37	11	0	0	0.0	0
120755	1930	23692	146	66	1	0	9.0	1
6500	2465	23655	1130	957	0	0	0.0	0
762516	51837	23606	16	9	1	0	0.0	0
1036441	3797	23605	88	47	1	0	8.0	2
192784	14577	23579	57	32	0	0	0.0	0
1216197	26898	23506	30	14	0	0	8.0	1
1313076	3808	23505	128	61	0	0	0.0	0
957459	3622	23496	61	25	2	0	0.0	0
1331789	2095	23462	68	40	0	0	7.0	2
1063337	3210	23447	12	3	0	0	7.0	2
768672	57556	23446	10	4	2	0	0.0	0
7252	3177	23442	596	492	1	0	7.0	2
386067	6699	23415	84	45	1	0	6.0	1
1036442	3007	23382	83	46	5	0	8.0	2
1386746	5958	23367	105	66	0	0	0.0	0
1269566	3454	23332	99	55	1	0	0.0	0
818601	3381	23323	232	96	1	0	0.0	0
818610	5323	23320	144	49	0	0	0.0	0
493285	2700	23313	76	38	1	0	8.0	2
508494	1729	23300	67	39	1	0	8.0	2
36216	3323	23252	53	30	0	0	0.0	0
178479	3935	23228	69	35	1	0	8.0	2
798200	2397	23213	79	36	0	0	0.0	0
76663	2581	23188	495	302	1	0	9.0	1
17175	2721	23183	242	143	1	0	6.0	1
244537	4244	23175	1102	736	1	0	0.0	0
43885	3091	23149	1212	887	1	0	8.0	2
450991	5003	23117	371	217	0	0	8.0	1
359661	2441	23090	62	23	1	0	0.0	0
485753	1850	23087	121	60	2	0	4.0	1
1063453	1864	23072	41	15	0	0	8.0	1
1063333	1202	23043	20	4	0	0	7.0	2
873819	1255	23029	125	74	0	0	8.0	2
818600	5262	23018	232	97	1	0	0.0	0
818596	3787	23010	212	95	1	0	0.0	0
76658	1501	22982	476	298	0	0	8.0	2
1063459	720	22947	12	3	1	0	8.0	2
7255	3417	22936	628	507	4	0	6.0	1
246601	2598	22920	58	27	3	0	8.0	1
285637	1179	22881	59	33	0	0	0.0	0
425765	1719	22785	195	100	3	0	9.0	1
938056	5691	22785	101	42	5	0	0.0	0
243036	1005	22760	56	24	2	0	6.0	1
1229317	2421	22752	19	4	2	0	0.0	0
172409	855	22748	520	319	0	0	0.0	0
33821	6287	22730	77	33	0	0	6.0	1
181605	1949	22711	451	277	0	0	8.0	2
7364	4674	22708	924	663	2	0	0.0	0
1241792	1378	22657	12	4	0	0	0.0	0
1014956	2382	22624	62	32	0	1	0.0	0
818597	3404	22601	219	94	2	0	0.0	0
10560	8605	22578	1734	1543	0	0	6.0	1
38770	2765	22569	355	200	3	0	6.0	1
17778	3324	22566	73	41	4	0	7.0	2
785643	4166	22513	114	47	3	0	8.0	1
7094	12318	22492	94	55	0	1	4.0	1
3439	2108	22462	1419	1267	0	0	0.0	0
132872	4460	22445	89	52	3	0	6.0	1
741323	2878	22438	197	94	2	0	6.0	1
3437	1865	22369	1416	1268	0	0	0.0	0
43985	2137	22335	147	75	0	0	8.0	2
219003	602	22320	28	13	0	0	0.0	0
1367187	5087	22319	80	54	0	0	7.0	2
10565	8190	22298	1709	1529	0	0	0.0	0
285659	946	22290	58	32	0	0	0.0	0
116237	3042	22268	25	8	1	0	0.0	0
618549	3283	22266	91	33	1	0	0.0	0
95594	1329	22219	93	51	0	0	0.0	0
1294439	1714	22210	63	54	1	0	2.0	3
42745	1002	22207	145	86	1	0	0.0	0
1075815	3134	22177	5	0	2	0	0.0	0
363948	4832	22173	130	71	2	0	4.0	1
7250	3600	22163	598	489	0	0	6.0	1
1089084	3011	22156	51	14	6	2	0.0	0
669139	3622	22112	48	23	3	0	7.0	1
106737	58544	22094	33	17	0	0	4.0	1
436164	1032	22019	75	38	0	0	6.0	1
35170	1944	22010	776	503	0	0	4.0	1
1231348	15467	22004	18	9	0	0	0.0	0
103090	3631	22001	687	397	0	0	0.0	0
1209452	6595	21955	122	52	1	0	0.0	0
424791	2066	21939	10	4	0	0	0.0	0
219584	2979	21925	107	54	0	0	0.0	0
1397144	13887	21907	40	20	0	0	0.0	0
130520	2299	21901	77	31	0	0	0.0	0
345143	13748	21860	77	49	1	0	0.0	0
1063336	1374	21818	9	2	0	0	7.0	2
75309	2752	21772	433	242	1	0	0.0	0
240691	2595	21765	146	79	2	0	0.0	0
1366203	1209	21739	13	3	0	0	7.0	1
1232637	3376	21738	97	54	1	0	0.0	0
669146	2139	21719	44	19	6	0	9.0	1
1354151	5858	21708	87	36	0	0	3.0	1
3444	2758	21705	1427	1271	0	0	0.0	0
934048	2293	21705	33	17	0	0	8.0	2
1273901	47807	21697	15	3	0	0	0.0	0
3453	2822	21688	1429	1267	0	0	0.0	0
632095	5295	21672	90	44	4	0	10.0	1
256851	1991	21670	41	19	1	0	0.0	0
145963	3629	21582	552	398	0	0	4.0	1
1373260	4189	21541	240	163	0	0	0.0	0
1085623	5644	21505	47	17	3	1	0.0	0
257205	2901	21472	40	20	0	0	6.0	1
1209404	3531	21470	131	88	0	0	0.0	0
163319	88797	21432	102	44	0	0	6.0	1
1063452	530	21430	11	1	0	0	8.0	1
42750	1588	21398	141	83	0	0	4.0	1
77736	2254	21370	96	57	1	0	0.0	0
1362637	4479	21347	75	60	0	0	5.6	5
330696	11882	21345	80	47	0	0	0.0	0
73156	4655	21338	1070	743	0	0	4.0	1
256862	2081	21319	42	20	0	0	0.0	0
1209995	22791	21299	37	19	1	0	0.0	0
1373265	4622	21265	173	109	0	0	10.0	1
317122	689	21237	8	4	0	0	0.0	0
347228	1852	21224	95	59	0	0	0.0	0
1255086	2271	21177	60	21	0	0	0.0	0
1063458	889	21115	11	3	0	0	8.0	2
1110675	4668	21113	40	13	1	0	8.0	1
1063331	1436	21068	9	2	0	0	7.0	2
1217983	34689	21056	9	5	1	0	0.0	0
387516	3463	21039	415	247	3	0	6.0	1
103081	4026	21021	664	391	0	0	0.0	0
1266745	45452	21016	5	2	0	0	2.6667	3
450990	4999	21006	393	243	0	0	0.0	0
697060	2073	20987	19	8	0	0	5.0	2
160987	1127	20953	109	57	1	0	4.0	1
1198567	4494	20928	76	41	0	0	0.0	0
183767	1154	20927	280	154	1	0	0.0	0
361044	2558	20911	331	174	0	0	0.0	0
219013	3386	20898	31	14	0	0	6.0	1
687774	6529	20881	27	13	4	1	0.0	0
158351	959	20874	97	46	0	0	8.0	2
1128909	20977	20866	4	1	0	0	0.0	1
1232636	7919	20859	85	44	2	0	0.0	0
44209	2369	20849	107	62	1	0	0.0	0
1281203	60573	20819	34	19	0	0	6.0	1
244219	4287	20786	30	15	1	0	7.0	2
480423	1836	20776	67	38	0	0	0.0	0
1324775	6569	20774	75	18	0	0	0.0	0
425762	1596	20770	188	102	5	0	9.0	2
1153924	4423	20769	67	32	4	0	0.0	0
496353	2512	20766	61	37	0	0	0.0	0
208940	1362	20737	104	46	1	0	6.0	1
337826	1585	20733	73	41	1	0	0.0	0
1389166	3633	20730	114	73	0	0	7.0	1
35168	2740	20729	782	505	2	0	4.0	1
481862	2236	20719	326	146	3	0	8.0	2
3445	4706	20685	1447	1273	0	0	0.0	0
103336	1004	20645	117	68	1	0	0.0	0
95585	4925	20631	91	53	0	0	6.0	1
17174	2520	20616	248	148	2	0	6.0	1
1302077	24089	20553	44	14	0	0	10.0	1
363327	2628	20541	124	67	4	0	6.0	1
7254	2538	20487	610	502	0	0	8.0	1
1063457	962	20447	11	5	0	0	7.0	2
510377	1283	20425	111	50	1	4	6.0	1
309882	2217	20423	68	37	1	0	6.0	1
426795	3728	20419	4	1	0	0	0.0	0
1036438	3665	20412	96	50	2	0	8.0	2
10564	7150	20389	1697	1524	0	0	0.0	0
1294821	691	20380	12	1	0	0	6.0	1
715554	2625	20367	120	80	1	0	0.0	0
226	13635	20351	1233	1120	1	0	6.0	1
474534	857	20312	27	9	0	0	0.0	0
10567	9847	20280	1711	1531	0	0	0.0	0
66949	3039	20267	935	654	0	0	0.0	0
1273900	5106	20263	5	3	0	0	0.0	0
1073150	4093	20246	25	6	2	0	6.0	1
42323	2216	20226	889	716	0	0	0.0	0
199242	2467	20224	61	25	0	0	6.0	1
375168	2328	20217	50	31	0	0	0.0	0
1267293	3657	20205	102	49	1	0	0.0	0
250433	4085	20196	74	25	1	0	10.0	1
1166106	5074	20192	76	45	2	0	8.0	2
181805	864	20126	464	296	0	0	8.0	2
236371	1514	20120	725	459	0	1	10.0	1
1119411	2604	20108	50	25	0	0	8.0	2
314992	7745	20096	42	20	1	0	0.0	0
934046	2032	20067	27	10	0	0	8.0	2
425766	4953	20060	177	93	2	0	8.0	1
1185651	3199	20056	57	35	4	0	0.0	0
304768	2246	20042	115	68	0	0	4.0	1
268681	2733	20039	42	15	2	1	0.0	0
362329	4973	20013	45	18	1	0	6.0	1
1349532	3803	19913	109	38	0	0	8.0	2
1177757	919	19899	19	7	1	0	8.0	2
103083	1725	19897	676	392	0	0	0.0	0
3521	1339	19864	432	364	1	0	0.0	0
1062831	4111	19854	32	18	3	0	0.0	0
75310	2720	19840	444	242	2	0	0.0	0
752143	2773	19833	55	23	1	0	8.0	1
371244	3027	19783	592	389	0	0	0.0	0
229454	1951	19777	54	23	0	0	8.0	2
1286217	8947	19770	38	23	1	0	3.3333	3
116246	5717	19731	31	9	1	0	0.0	0
1395322	26291	19726	55	31	0	0	6.0	2
1232635	6614	19709	92	50	2	0	0.0	0
348887	1006	19691	104	51	0	0	8.0	2
347256	2849	19669	95	57	0	0	0.0	0
35348	6527	19662	60	22	0	0	0.0	0
1023260	2121	19662	14	8	4	0	0.0	0
108650	2578	19642	190	110	2	0	6.0	1
464509	4091	19641	43	18	3	0	0.0	0
236415	3452	19632	715	456	1	0	4.0	1
1058322	874	19630	12	8	1	0	0.0	0
3447	2101	19607	1424	1265	0	0	0.0	0
6727	3308	19602	838	570	1	0	6.0	1
103885	2308	19584	162	72	0	0	6.0	1
1110672	1811	19540	33	15	1	0	0.0	0
38772	2377	19516	348	197	1	0	4.0	1
1403452	4682	19480	192	118	0	0	6.0	1
896527	4779	19473	65	26	2	0	0.0	0
118966	818	19462	130	70	1	1	8.0	2
127558	4174	19439	156	68	0	0	7.3333	3
40620	5231	19436	111	68	3	1	0.0	0
244162	6792	19428	31	15	1	0	7.0	2
818623	1785	19417	132	48	0	0	0.0	0
243128	1074	19405	47	20	1	0	6.0	1
3442	1712	19373	1411	1265	0	0	0.0	0
20566	934	19357	118	82	0	0	0.0	0
3452	2236	19348	1422	1264	0	0	0.0	0
113594	3704	19324	70	35	0	0	6.0	1
793922	1939	19321	118	45	2	0	0.0	0
957454	4355	19290	57	20	1	0	0.0	0
91524	1090	19282	40	21	0	0	0.0	0
103089	1905	19252	677	387	0	0	0.0	0
206608	928	19245	93	50	0	0	8.0	2
337823	659	19242	68	37	0	0	0.0	0
110179	3653	19241	101	49	3	0	6.0	1
174390	2474	19159	123	60	3	0	6.0	1
6499	2182	19067	1143	957	1	0	0.0	0
172410	1738	19066	519	323	0	0	0.0	0
20565	7670	19063	131	84	0	0	0.0	0
103082	4502	19061	638	378	0	0	6.0	1
1061438	2144	19020	38	13	1	0	8.0	2
3518	1396	19013	436	363	0	0	0.0	0
236416	2292	18943	730	462	3	1	4.0	1
913318	2659	18938	96	36	0	0	0.0	0
188689	2089	18937	215	111	1	0	0.0	0
103086	1887	18919	672	385	0	0	0.0	0
18499	1750	18904	509	412	0	0	3.0	1
1108555	5035	18893	32	17	7	1	0.0	0
181607	893	18863	469	300	0	0	8.0	2
228	12619	18858	1247	1123	1	1	4.0	1
227	11052	18846	1267	1130	2	2	4.0	1
414943	2608	18843	192	101	2	0	0.0	0
913294	1307	18835	99	36	1	0	0.0	0
945201	7561	18817	96	61	0	0	7.3333	3
103335	1621	18809	124	75	0	0	0.0	0
245387	3930	18806	1098	732	1	0	0.0	0
1348123	4128	18794	116	57	0	0	0.0	0
39100	1185	18790	832	669	0	0	0.0	0
371243	1980	18772	571	384	0	0	0.0	0
1336435	302	18722	6	2	0	0	7.0	2
1397539	6714	18719	152	109	0	0	0.0	0
363946	6042	18709	95	60	0	0	0.0	0
190864	5867	18709	161	70	0	0	6.0	1
6013	3903	18704	234	145	0	0	6.0	1
73158	6202	18688	1069	749	0	0	0.0	0
1336414	269	18668	5	0	0	0	7.0	2
1116696	7744	18652	11	7	1	0	9.0	1
72641	2532	18647	46	22	0	0	6.0	1
618547	2307	18616	66	23	7	0	0.0	0
225	15581	18584	1249	1124	1	1	4.0	1
654630	1741	18574	43	14	1	0	0.0	0
1100334	3297	18561	41	18	5	2	0.0	0
941156	4377	18506	58	30	0	1	8.0	2
461543	1495	18505	209	121	0	0	0.0	0
324838	34658	18494	14	4	1	0	0.0	0
1323028	3821	18436	105	49	0	0	6.0	1
238099	2399	18395	758	485	2	0	6.0	1
256860	38509	18377	42	22	1	0	0.0	0
330616	1694	18354	89	53	3	0	9.0	1
35169	1825	18345	770	503	2	0	0.0	0
882466	5047	18338	161	70	1	0	0.0	0
668789	3836	18336	47	9	3	0	0.0	0
22549	8139	18303	124	65	5	1	6.0	1
1058327	1746	18261	8	5	1	0	0.0	0
38771	2130	18258	336	200	2	0	6.0	2
769789	760	18228	34	14	2	0	0.0	0
103087	2236	18173	653	386	0	0	0.0	0
201769	4598	18164	126	70	0	0	0.0	0
1269563	2330	18159	80	45	2	0	0.0	0
1267290	4117	18153	96	41	3	0	0.0	0
363947	2583	18141	106	57	0	0	6.0	1
2641	3744	18114	174	124	2	0	0.0	0
913299	1526	18109	95	36	1	0	0.0	0
217715	13949	18107	174	106	2	1	0.0	0
339427	3637	18079	149	76	1	0	8.0	1
654633	6869	18066	58	21	1	0	0.0	0
42738	2178	18058	159	91	0	0	0.0	0
5090	1557	18049	196	115	0	0	10.0	1
31208	3674	18039	147	91	0	0	4.0	1
3451	2930	18022	1422	1266	0	0	0.0	0
434276	3054	18020	42	8	0	0	6.5	2
1061369	2529	18015	37	18	3	0	8.0	2
183444	2636	17999	111	44	1	0	6.0	1
89808	2217	17997	18	4	0	0	8.0	2
1233760	9877	17995	19	8	0	0	0.0	0
1066202	2885	17951	48	19	6	0	7.0	6
236401	2195	17949	720	458	1	1	4.0	1
220	21269	17915	1239	1121	0	0	6.0	1
131569	2317	17885	246	105	1	0	6.0	1
425767	1445	17881	185	97	2	0	6.0	1
727908	2475	17870	162	62	2	0	0.0	0
8455	544	17870	116	84	0	0	0.0	0
9879	5040	17867	2010	1674	1	0	0.0	0
1278736	47349	17851	2	1	0	0	0.0	0
1269562	2707	17839	77	49	1	0	0.0	0
1209451	92901	17822	92	53	3	0	0.0	0
103085	1427	17819	662	384	0	0	0.0	0
823836	7437	17809	17	6	2	0	0.0	0
635794	2591	17802	68	32	5	0	0.0	0
1033252	2348	17772	38	21	6	1	6.0	1
347259	1900	17720	92	57	0	0	0.0	0
437796	3698	17685	129	67	1	0	0.0	0
1321934	2277	17667	55	23	0	0	0.0	0
1036443	1938	17632	85	43	1	0	8.0	2
123446	928	17621	134	74	3	0	8.0	2
799262	2559	17613	62	32	2	0	0.0	0
356423	2176	17582	98	56	0	0	0.0	0
1076595	2457	17568	40	17	5	0	0.0	0
73159	3618	17553	1069	746	0	0	4.0	1
1188129	11924	17515	10	3	2	0	0.0	0
945202	3534	17515	69	48	0	0	8.0	2
33388	1856	17514	87	57	2	0	0.0	0
47555	429	17494	76	50	0	0	6.0	1
1058323	636	17477	11	6	2	0	0.0	0
1168599	46928	17471	13	5	2	0	0.0	0
217487	5917	17464	197	107	2	0	6.0	1
1168602	9663	17458	9	3	1	0	0.0	0
15160	3174	17419	440	289	1	0	6.0	1
30858	4111	17415	93	56	2	0	0.0	0
1281212	21465	17414	23	7	0	0	0.0	0
38773	2422	17391	336	198	1	0	0.0	0
625038	1832	17375	103	45	3	0	0.0	0
127586	2776	17374	150	59	0	0	8.0	2
7251	1431	17372	593	488	0	0	6.0	1
47552	970	17353	94	51	0	0	0.0	0
1304480	2018	17349	27	18	0	0	9.0	2
1016917	3405	17345	102	49	8	0	8.0	1
1210698	2114	17345	24	10	0	0	10.0	2
95415	6625	17340	332	196	0	0	8.0	1
