track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
1169728	48472	143477	506	296	1	0	8.0	3
181530	4792	142863	225	93	2	0	7.0	2
1125375	12200	142636	114	62	10	0	7.0	3
1336354	1113	142348	8	0	0	0	7.0	2
1169722	32893	142206	341	180	0	0	8.0	3
259286	3493	142002	334	167	1	0	8.0	2
26427	16864	141901	1085	650	5	0	6.0	1
66946	2928	141759	956	663	1	0	8.0	1
1220570	3060	141350	34	15	2	0	8.0	1
1264107	23301	141308	583	394	3	0	8.0	3
450989	9687	141185	447	256	4	1	8.0	2
359665	5932	141164	87	38	1	0	8.75	4
1113971	865	141107	16	4	1	0	0.0	0
785424	21767	140633	883	449	8	0	8.0	3
976788	2288	140440	43	25	1	0	8.0	2
83880	1436	140223	144	71	0	0	8.0	2
1170729	7386	139285	106	48	0	0	9.0	1
818603	6798	139267	237	104	1	0	0.0	0
457126	8483	138676	425	234	1	0	6.0	1
981782	407283	138064	147	62	15	2	8.0	3
976780	1691	137804	33	19	1	0	8.0	2
1169717	50211	137257	403	210	1	0	8.0	3
1356344	519	137214	15	5	0	0	6.5	2
120750	6678	136639	323	151	2	0	0.0	0
1357130	838	136269	8	0	0	0	7.0	2
95581	12070	135816	388	132	26	1	7.4	5
94722	5697	135516	985	599	1	0	7.0	2
1143153	9125	135361	155	110	3	0	8.0	2
785431	22894	135141	840	441	6	1	5.3333	6
12305	8409	134961	1377	1001	2	0	8.0	2
1191150	72589	134687	89	48	0	0	8.0	2
361031	6251	134666	356	180	1	0	0.0	0
352684	8967	134447	469	275	3	0	8.0	2
307389	4469	134034	80	28	2	0	8.0	2
33449	6590	133886	235	146	0	0	8.0	2
1113973	1652	133841	14	3	1	0	0.0	0
654631	6904	133170	118	35	0	0	8.6667	3
1320188	4950	133043	98	82	1	0	2.4	5
276988	2217	132926	90	45	2	0	8.0	2
1011643	6239	132726	35	12	0	0	8.0	1
1306069	807	132275	27	13	0	0	8.0	2
206609	1405	131906	63	25	0	0	8.0	1
606295	9788	131536	164	88	2	0	8.6667	3
457078	9827	131462	532	294	10	1	6.0	1
1336419	451	131280	12	2	0	0	7.0	2
1294001	921	131272	23	10	0	0	9.0	2
537127	9618	130821	378	210	3	0	9.0	2
1169735	106710	130145	595	336	4	0	8.6667	3
402062	12816	129518	928	463	3	0	0.0	0
1320574	2374	128914	60	31	0	0	7.0	3
1210694	6187	128746	77	46	0	0	10.0	2
1066136	1198	128273	10	3	0	0	7.0	1
26439	17191	128225	1173	647	4	0	0.0	0
439180	3349	127325	69	39	0	0	8.0	2
402059	14738	127271	876	456	7	1	8.0	1
1318704	25681	126967	630	318	1	0	2.0	1
1169736	61988	126625	432	236	3	0	8.5	4
1210691	9248	126340	222	104	3	0	9.0	2
339422	13057	126284	176	92	0	0	7.0	2
206601	4233	125884	95	39	1	0	8.0	2
111374	4435	125809	220	114	0	0	8.0	2
1143154	8398	124962	82	58	0	0	8.0	2
945194	6706	124871	180	117	3	0	8.0	2
537121	7505	124778	399	229	1	0	9.0	2
1232047	25612	124068	357	224	0	0	8.0	2
1169719	64684	123056	462	249	4	0	8.0	3
956244	418791	122746	49	24	0	0	0.0	0
7095	11491	122186	50	25	0	0	8.0	2
145369	1632	122087	168	92	0	0	8.0	2
359663	1993	121921	67	27	0	0	8.0	2
73151	16055	121847	1125	757	0	0	7.0	2
66951	2927	121258	934	651	3	0	0.0	0
457080	4457	120967	504	280	4	0	8.0	2
1169712	57282	120704	394	205	1	0	8.6667	3
1163556	1079	120688	23	10	0	0	0.0	0
236347	6525	120515	875	493	5	1	7.5	2
296240	13127	120426	590	322	5	0	7.25	4
19120	2341	120208	114	66	3	0	0.0	0
1143014	29594	119750	348	155	11	0	0.0	0
307392	2771	119634	59	33	2	0	9.0	4
1162697	23646	119620	615	316	6	0	10.0	1
33453	4025	118621	214	133	0	0	8.0	2
359664	4653	118475	91	41	0	0	8.6667	3
1143152	3470	118124	63	42	2	0	8.0	2
1418668	3141	117982	21	7	0	0	7.0	1
1397734	11033	117713	67	28	0	0	7.0	2
405790	5060	117459	371	184	3	0	8.0	2
272434	3161	117378	34	13	0	0	7.0	2
6720	14350	117344	822	552	0	0	0.0	0
537118	7200	116796	358	203	0	0	9.0	2
111962	935	116707	63	36	0	0	8.0	2
461544	1918	116097	166	88	1	0	8.0	1
1185652	3568	115770	140	95	2	0	8.0	1
437792	2146	115247	185	82	1	0	7.0	2
25250	15400	115174	1305	775	7	0	8.0	1
1320571	3411	114953	40	22	0	0	8.25	4
352686	6733	114497	416	244	4	0	7.6667	3
406256	2868	114074	346	172	0	0	8.0	2
436165	1599	113778	44	10	2	0	8.3333	3
1397469	49553	113148	1044	772	0	0	10.0	1
285620	5158	112940	58	24	2	0	8.0	2
1336429	468	112937	9	1	0	0	7.0	2
6495	10725	112928	1347	970	5	0	6.0	1
383979	1203	112636	25	9	0	0	8.0	2
537123	7763	112557	367	211	0	0	9.0	2
592183	84861	111527	825	475	25	0	8.2	5
1170740	5557	111201	21	3	0	0	6.0	1
43880	9138	110993	1435	913	6	0	8.0	2
156061	6756	109939	979	319	12	0	8.3333	3
7358	14093	109744	1041	641	6	1	8.0	2
181519	4057	109502	206	79	2	0	7.3333	3
1191168	4395	109492	38	15	2	0	0.0	0
12302	15337	108832	1456	1003	5	0	8.0	2
741319	13238	108487	272	123	0	0	7.0	3
1163304	5794	108247	47	14	1	0	10.0	1
245501	5219	108002	1085	704	2	0	0.0	0
1167953	27435	107690	144	72	3	0	0.0	0
134057	3922	107575	68	39	1	0	6.0	1
285623	5051	107341	79	46	0	1	8.0	2
589241	11368	106962	377	158	6	1	0.0	0
1163322	4485	106852	62	13	0	0	0.0	0
1275453	1954	106819	65	29	0	0	8.0	2
46999	1563	106718	95	63	1	0	6.0	2
510853	544	106531	103	41	0	0	0.0	0
642166	5475	106391	101	51	4	2	8.0	2
439181	1990	106371	67	38	4	0	8.0	2
38768	8818	105948	416	214	7	0	8.0	2
459437	5758	105708	47	10	2	1	0.0	0
957457	26107	105529	309	119	7	0	7.6667	3
547723	3148	105518	45	14	0	0	8.0	2
873803	13235	105429	213	129	4	0	8.0	2
1036440	14276	105103	130	76	9	1	8.0	2
461020	6195	104815	749	485	2	0	6.0	1
7098	14765	104403	58	26	0	0	8.0	2
38767	3701	103967	366	203	4	0	8.0	2
1169730	44809	103655	563	337	1	0	8.0	3
26428	14991	103510	1071	653	4	0	6.0	1
832632	12623	103040	80	23	1	0	8.0	2
786943	3115	102763	400	244	1	0	8.0	1
7093	11166	102669	52	25	0	0	8.0	2
288367	9835	102424	134	77	1	0	8.0	2
383976	1445	102010	37	15	0	0	8.0	2
582672	2095	101918	48	27	0	0	0.0	0
7253	2791	101752	616	493	2	1	8.0	2
285663	9670	101520	118	71	0	0	8.0	2
959155	4450	101497	93	56	0	0	8.0	2
1068670	10696	101491	262	146	39	1	8.0	2
1198562	1038	101464	11	1	0	0	0.0	0
461017	9877	101453	820	502	6	0	6.0	1
632096	23835	101180	238	99	18	0	0.0	0
1053841	5578	101053	119	72	1	0	8.0	2
461560	2860	100873	247	105	1	0	8.0	2
425761	4725	100796	226	123	8	0	7.0	2
1296197	12078	100238	455	248	0	0	0.0	0
101464	9916	100204	72	35	0	0	9.0	2
1163399	2188	100123	48	18	0	0	8.0	1
1352363	4666	99787	59	31	0	0	0.0	0
1169707	47873	99638	308	157	0	0	8.0	3
1365778	6428	99123	13	5	0	0	8.0	1
537120	3541	99038	352	190	2	0	8.6667	3
1210715	3742	98819	44	17	0	0	8.0	3
1068666	5298	98780	211	121	10	0	8.0	2
1120150	45163	98445	37	25	0	0	4.0	1
1163809	10698	98106	60	21	3	0	0.0	0
1320570	5326	98099	117	68	0	0	7.6667	3
1115108	1303	97975	21	6	0	0	8.0	1
1169725	55268	97368	298	150	3	0	9.0	3
1188128	11431	97062	41	23	0	0	8.0	2
181452	3458	96361	546	317	1	0	8.3333	3
260841	4099	96115	319	162	3	0	6.0	1
30686	8395	96105	205	84	6	3	6.0	3
1208088	988	96062	9	0	0	0	7.0	1
17170	10956	95957	481	177	4	0	7.0	2
786939	2604	95821	383	233	1	0	8.0	1
1349955	3991	95551	37	13	0	0	10.0	1
76656	6918	95549	610	333	10	0	8.3333	3
632094	7161	95070	87	27	4	0	8.0	2
133515	6848	94527	480	281	2	0	6.0	1
416361	7050	94451	124	56	2	0	8.0	2
135658	7688	94044	552	316	0	0	3.0	2
700215	7789	93967	360	203	3	1	8.0	2
668793	2253	93671	34	11	1	0	8.0	2
6725	4579	93586	822	551	7	0	8.0	2
1242780	4596	93260	9	1	0	0	4.0	3
347258	3777	92804	64	28	2	0	6.0	1
66955	2560	92611	953	654	1	0	8.0	2
4242	9977	92528	226	140	0	0	8.0	2
973494	7916	92389	33	11	0	0	0.0	0
1169724	11991	92085	255	127	1	0	8.0	3
461559	1178	91867	195	114	0	0	0.0	0
145366	1162	91588	123	62	0	0	8.0	2
973503	1187	91516	23	8	1	0	0.0	0
22772	870	91477	136	68	0	0	7.3333	3
1406830	16158	91453	277	184	0	0	8.0	1
510030	4980	91449	176	105	1	0	6.0	1
1210699	8058	90958	86	57	1	0	10.0	2
124363	12167	90741	653	323	3	0	7.0	3
882465	3171	90598	144	65	0	0	0.0	0
1210690	4378	90513	115	63	2	0	10.0	2
959157	3155	90509	74	48	0	0	8.0	2
461014	12062	90507	828	512	8	0	0.0	0
785642	18414	90213	132	61	1	0	0.0	0
785421	8616	90043	752	406	2	0	8.0	2
260844	2956	90029	325	168	3	1	0.0	0
1169726	20443	89846	378	210	1	0	8.6667	3
1169720	22820	89650	188	74	0	0	8.0	3
415093	5017	89468	877	562	2	0	0.0	0
547233	1502	89295	47	21	0	0	8.0	2
1134446	19569	89247	75	35	12	0	0.0	0
585840	6914	89100	428	189	3	0	0.0	0
309856	3043	88871	82	34	1	0	7.0	2
614902	5071	88855	42	17	0	0	8.0	1
1162013	6811	88452	203	114	5	0	7.0	2
1365763	700	88396	17	2	0	0	6.0	1
727904	4213	88395	158	64	1	0	0.0	0
94710	6867	88246	965	591	2	0	6.0	1
4887	2115	88037	153	98	3	1	4.0	3
700219	4356	87998	354	194	6	0	8.0	2
7092	14909	87865	96	54	0	0	8.0	2
1210700	5215	87551	92	50	2	0	10.0	2
882462	4987	86876	157	73	2	0	0.0	0
1169713	8598	86728	184	81	1	0	8.0	3
1027902	13938	86712	64	24	9	1	7.0	2
700573	5124	86700	43	8	1	0	8.0	2
1357105	953	86546	15	3	0	0	7.0	2
178483	8066	86401	112	56	8	4	8.0	2
1006258	12192	86290	60	31	2	0	0.0	0
1418655	3275	86204	46	23	0	0	6.0	1
592185	11375	85907	632	345	3	0	0.0	0
296232	8633	85565	458	228	6	2	6.0	1
221278	11770	85551	242	131	2	0	8.0	2
172025	10284	85318	323	182	5	3	8.0	2
415083	10885	84657	933	580	3	0	6.6667	3
409723	3563	84522	33	8	1	0	8.0	2
1169721	71917	84435	257	120	1	0	8.0	3
402052	9787	84368	879	446	2	1	0.0	0
1398804	6959	84138	72	19	0	0	8.0	1
15165	12776	83923	1748	1300	5	0	6.6667	3
1188126	3370	83898	10	4	0	0	6.5	2
1264089	7893	83740	197	129	5	0	8.0	2
402057	9006	83592	888	451	2	0	7.0	2
176943	3224	83433	28	15	0	0	6.0	1
356401	11304	83097	120	54	2	0	8.0	2
818608	13944	82955	342	134	2	0	8.0	1
941345	13949	82254	115	55	2	0	8.0	2
1210696	4775	81595	73	41	2	0	10.0	2
1402648	17322	81458	349	224	0	0	8.0	1
1169709	21036	81241	248	123	2	0	8.0	3
181604	2997	80671	477	292	2	0	8.0	2
133512	13821	80424	551	290	0	0	6.0	1
1166071	4907	80249	45	14	1	0	4.0	1
242610	16346	80229	1095	719	1	0	0.0	0
1068671	6356	80157	215	123	14	0	8.0	2
415602	4485	79917	238	138	2	0	8.0	2
1061564	86525	79528	9	1	0	0	0.0	0
109788	6158	79439	46	21	0	0	8.0	2
938293	23705	79417	3	2	0	0	3.0	3
1076593	13310	79267	154	90	8	2	8.6667	3
405788	5857	79235	347	171	0	0	0.0	0
585838	13979	78849	599	285	8	0	8.0	1
1158172	12792	78781	228	137	8	0	8.5	2
1286213	24730	78552	61	36	0	0	0.0	0
25387	11746	78517	1058	606	4	0	6.0	2
1169714	21848	78380	210	99	2	0	8.0	3
1089086	10507	78258	179	80	4	2	8.0	2
1169733	10563	78143	205	100	1	0	9.0	3
1294744	648	77933	24	11	0	0	8.0	2
476802	2413	77879	205	119	1	0	0.0	0
1162018	5007	77630	107	52	8	0	7.0	2
1114360	8524	77428	106	66	13	0	7.0	2
1153922	13283	77266	268	102	7	0	4.0	1
1294438	4343	77215	108	84	3	0	4.5	6
589243	10952	77068	449	190	3	0	0.0	0
1263279	7172	76963	178	107	1	0	8.6667	3
25245	7849	76822	1067	665	4	0	6.0	1
35353	4779	76759	1087	722	3	1	8.0	2
785641	3314	75945	98	51	1	0	8.0	2
352692	7679	75700	352	192	3	0	0.0	0
415103	4718	75682	869	556	1	0	0.0	0
1272518	3944	75617	89	58	0	0	9.0	2
94715	5122	75608	920	563	1	0	6.0	1
1418663	2342	75453	13	3	0	0	6.0	1
124358	3342	75420	609	315	2	0	7.0	3
785422	10507	75393	732	401	2	0	7.0	2
387511	6942	75390	451	264	6	1	6.0	1
146591	4812	74375	254	131	2	0	9.0	3
352691	80922	74078	360	194	4	0	0.0	0
1162696	9401	74027	274	124	3	0	10.0	2
945195	6636	73311	122	74	3	0	8.0	2
579913	12324	73295	468	236	0	0	8.0	3
124360	5489	73199	607	350	1	0	0.0	0
1387168	30406	73047	444	209	0	0	10.0	1
585845	12484	73042	471	198	3	0	0.0	0
94760	1492	73032	880	551	1	0	7.0	2
347202	3269	72969	124	66	3	0	8.0	2
288369	3868	72732	82	51	0	0	8.0	2
11843	4241	72676	856	575	4	0	6.0	1
4241	1569	72507	223	148	1	0	8.0	2
7099	12947	72431	93	54	0	0	8.0	2
642167	1177	72296	47	19	2	0	0.0	0
112990	26611	72263	360	152	2	0	9.0	2
7245	5694	72171	652	503	8	0	6.0	1
818606	10731	71933	330	132	7	0	0.0	0
76660	2504	71813	459	280	5	1	6.6667	3
728042	5588	71753	97	60	7	0	8.0	2
592184	11155	71697	650	375	4	0	0.0	0
285674	5312	71632	81	48	0	0	8.0	2
66947	2247	71244	944	657	0	0	8.0	2
1382988	12306	71208	141	42	0	0	10.0	1
938065	13001	71143	240	85	5	0	7.0	2
1398801	6162	71066	17	3	0	0	7.0	1
288374	6876	71052	76	45	1	0	8.0	2
25253	17634	70680	1088	692	6	0	6.0	1
1033255	991	70655	31	14	1	0	8.0	2
1158174	11654	70173	209	103	7	0	9.0	2
1169716	6902	69991	159	67	0	0	9.0	3
181425	7728	69849	188	91	2	0	10.0	1
359658	6403	69807	119	58	1	0	8.0	2
1056894	14060	69727	133	63	2	0	6.0	1
1307836	2313	69682	50	19	0	0	8.0	1
113592	19107	69640	71	35	0	0	0.0	1
327322	6389	69615	166	71	13	1	0.0	0
330163	13295	69509	158	75	10	1	6.0	2
1166928	26856	69445	333	212	9	0	8.0	2
285636	4745	69140	80	45	0	0	8.0	2
188296	1478	69041	91	26	0	0	8.0	2
1348316	15357	69004	229	121	0	0	10.0	1
439179	8611	68733	90	50	3	0	8.0	2
296233	4238	68606	434	242	5	0	6.0	1
1307846	2283	68539	8	0	0	0	7.0	1
244797	4231	68444	1102	731	1	0	0.0	0
83872	2853	68155	104	44	4	0	8.0	1
1164047	3695	68103	55	30	0	0	9.0	3
25246	6886	68056	1045	657	2	0	6.0	1
347199	7217	67730	157	67	2	1	8.0	1
146584	5599	67490	281	131	4	1	9.0	2
669141	1287	67192	33	15	2	0	8.0	2
585837	7843	67081	416	187	6	0	6.0	1
344327	11613	66985	122	64	0	0	0.0	0
873822	15732	66880	206	112	1	0	0.0	0
483097	4042	66864	73	25	3	1	0.0	0
25381	14334	66584	1006	578	3	0	6.0	1
35351	5428	66495	1114	750	0	0	8.6667	3
246566	14246	66225	163	66	15	0	6.0	1
3516	3436	66156	454	366	0	1	4.0	1
242314	30416	66110	1154	758	8	2	7.0	2
73152	14736	65932	1048	719	2	0	4.0	1
172030	7257	65679	315	187	4	0	8.0	2
378306	10668	65675	111	37	3	0	10.0	1
288365	1803	65383	64	32	0	1	6.0	1
1389030	1873	65305	8	1	0	0	6.0	1
592190	7036	65166	597	336	5	1	0.0	0
1402651	16586	64861	338	213	0	0	8.0	1
1169715	6125	64561	159	66	1	0	8.6667	3
26429	8578	64551	1056	657	5	0	8.0	1
175090	2298	64546	271	132	3	0	8.0	2
172815	5307	64469	62	13	6	2	4.0	1
1198566	1351	64452	9	1	1	0	0.0	0
401662	1628	64413	92	26	0	0	8.0	2
352748	8837	64221	415	219	7	0	0.0	0
371240	3838	64039	642	418	2	0	0.0	0
1286214	5259	63990	36	26	1	0	0.0	0
450320	4040	63496	471	272	0	0	8.0	2
1358417	11540	63344	370	245	0	0	6.0	1
1162016	2272	63334	74	32	4	0	7.0	2
1272522	12271	63138	79	45	0	0	8.0	2
592182	9127	63132	605	339	6	0	0.0	0
26434	7803	63113	1073	645	1	0	6.0	1
1169732	4645	62970	175	79	2	0	8.0	3
1393180	863	62930	9	2	0	0	0.0	0
592189	8449	62924	632	347	3	0	0.0	0
1108553	11489	62888	116	56	15	1	0.0	0
22063	4065	62825	1479	1201	0	0	0.0	0
1119020	9271	62744	46	21	5	1	8.0	2
103071	6463	62693	716	409	0	0	9.0	1
402051	4887	62612	787	421	2	0	10.0	1
4883	1736	62263	150	95	1	0	8.0	2
1241778	4008	62050	35	14	0	0	8.6667	3
537128	1881	61791	333	181	0	0	9.0	2
402053	12031	61375	821	430	2	0	6.0	2
371237	10056	61278	672	419	0	0	0.0	0
260839	3880	61237	337	189	3	0	6.0	1
467716	33436	60892	24	8	0	0	0.0	0
11745	2272	60463	208	132	2	0	6.0	1
1286216	12086	60193	24	17	1	0	0.0	0
959181	1517	60082	72	47	2	0	8.0	2
959152	1856	59975	85	57	2	0	8.0	2
1343442	15299	59949	20	6	0	0	8.0	2
304770	2025	59907	139	69	0	0	0.0	0
632097	16032	59800	197	71	3	0	0.0	0
862390	1477	59764	228	197	1	0	0.0	0
461562	2176	59586	218	121	0	0	7.0	2
146587	8500	59401	274	135	7	4	9.0	2
19115	3316	59339	151	91	0	0	8.0	2
1169723	7678	59020	180	86	2	0	8.0	3
832634	5178	58854	51	14	0	0	0.0	0
66954	2140	58838	931	652	1	0	9.0	2
461016	4865	58622	738	484	6	1	0.0	0
25383	10313	58436	1013	589	2	0	8.0	1
9506	5872	58277	958	792	1	0	8.0	2
1078391	6307	58222	51	28	4	0	8.0	1
938297	32641	58219	3	1	0	0	3.0	3
66953	2229	58060	935	651	0	0	8.0	2
344323	6592	57985	129	61	0	0	0.0	0
1119016	9977	57852	46	23	0	0	7.0	2
1179160	6831	57832	72	37	3	0	0.0	0
25386	8485	57826	1003	580	3	0	6.0	1
344328	15529	57816	168	82	2	1	0.0	0
347854	4981	57803	84	52	0	0	10.0	1
1162702	15762	57720	221	117	8	0	10.0	1
36655	2022	57567	127	49	0	0	4.0	1
1036436	3758	57511	103	60	12	1	8.0	2
818614	5644	57436	173	58	2	0	0.0	0
175054	1572	57420	254	130	0	0	8.0	2
373229	2384	57414	78	38	0	0	8.0	2
645223	4468	57336	133	62	3	0	8.0	2
347861	3814	57208	48	23	1	0	8.0	2
133600	4863	56885	481	277	0	0	6.0	1
353349	10110	56746	393	209	1	0	8.0	2
190863	22862	56679	266	166	0	0	8.0	2
285665	3726	56549	68	35	1	0	0.0	0
415142	24877	56143	877	561	2	0	0.0	0
916174	2249	56000	110	52	6	0	0.0	0
352687	9425	55882	383	214	3	0	6.0	1
1169731	6557	55781	153	64	1	0	8.0	3
145443	1036	55672	125	61	0	0	8.0	2
272406	5859	55560	91	31	3	0	0.0	0
238060	6435	55374	831	501	6	0	6.0	1
1156052	2553	55207	46	23	0	0	8.5	4
218	25027	55173	1264	1138	0	0	0.0	0
873806	6458	55149	189	103	2	0	6.6667	3
25389	9811	55074	1020	584	3	0	7.0	4
25388	7112	55007	1005	593	1	0	7.0	2
353272	9366	54966	373	206	0	0	0.0	0
450319	2478	54947	362	232	1	0	0.0	0
402058	5689	54740	830	434	3	0	0.0	0
1115107	14392	54714	83	45	2	0	8.0	2
378307	1971	54671	91	33	1	0	0.0	0
1180588	12088	54489	23	8	1	0	0.0	0
257059	4388	54463	31	9	0	0	8.0	2
7363	4142	54445	932	664	0	0	7.0	2
25382	10708	54414	982	580	2	1	6.0	1
347268	2276	54275	78	40	1	0	6.0	1
1269565	1478	54221	53	29	0	0	8.0	2
1386809	6105	54168	113	67	0	0	7.0	2
464504	13649	54083	81	25	4	0	0.0	0
361003	8340	54049	335	175	0	0	0.0	0
667013	1584	53906	15	8	1	0	6.0	2
215	41219	53844	1260	1131	2	0	8.0	2
1398500	4554	53798	100	51	0	0	0.0	0
592188	8465	53779	681	400	4	0	8.0	2
1320575	1761	53702	41	19	0	0	7.6667	3
1143010	9545	53679	203	97	2	1	10.0	1
425763	2724	53411	206	105	7	0	8.0	1
1365783	1420	53269	11	4	0	0	0.0	0
786933	5826	53156	476	254	0	0	8.0	1
11747	1799	53031	210	132	3	0	6.0	1
676066	12508	53018	78	33	7	1	8.0	2
493286	4662	52812	59	35	1	0	0.0	0
221236	9014	52786	229	134	1	0	8.0	2
760841	20099	52662	54	22	0	0	0.0	0
1096863	4649	52655	33	11	0	0	8.0	2
741318	4179	52609	197	94	2	0	7.0	2
592186	6577	52594	587	331	0	0	0.0	0
599226	4808	52593	112	50	3	0	0.0	0
415106	9706	52522	857	561	2	0	0.0	0
363324	5366	52394	142	76	2	0	8.0	2
236348	5413	52362	744	458	3	0	6.0	1
26430	7073	52298	991	637	1	0	6.0	1
73150	22961	52283	1102	748	0	1	4.0	1
352688	7766	52268	356	202	8	0	8.0	2
190869	5121	52065	157	72	1	2	6.0	3
108302	2061	52049	208	102	1	0	7.5	2
916170	1444	52034	82	45	1	0	0.0	0
1277086	5713	51969	41	15	0	0	0.0	0
4889	1076	51907	137	95	0	0	4.0	3
438315	1800	51747	137	71	0	0	0.0	0
986582	5922	51705	52	24	3	1	8.0	2
1345438	2084	51500	58	50	0	0	4.5	6
1342574	5417	51395	298	196	0	0	0.0	0
6496	5080	51324	1207	982	2	0	0.0	0
145371	2158	51246	128	63	0	0	8.0	2
1294751	2073	51199	49	20	0	0	7.0	2
6723	8060	51153	840	573	0	0	0.0	0
1209449	12199	51090	126	62	1	0	0.0	0
352685	4095	50846	299	173	1	0	0.0	0
344326	13449	50800	137	66	3	0	0.0	0
1393213	975	50621	18	1	0	0	0.0	0
1107330	10988	50605	126	61	10	0	0.0	0
382370	36765	50562	11	6	0	0	0.0	0
387513	6531	50312	487	282	4	0	8.0	2
25249	5421	50272	1000	645	3	1	8.0	2
1342153	2115	50253	7	1	0	0	0.0	0
391335	3472	50093	35	11	1	1	8.0	2
1373264	28390	50038	612	455	0	0	0.0	0
175091	981	50012	223	101	0	0	8.0	2
592181	6654	49972	617	345	3	0	0.0	0
1138185	8177	49810	37	20	1	0	8.0	1
592187	5921	49720	590	328	4	0	0.0	0
25251	7444	49641	1122	697	9	0	6.5	2
632093	11353	49627	165	62	10	0	9.0	2
959178	1035	49626	66	43	0	0	8.0	2
402056	5074	49552	826	432	3	0	6.0	1
24017	7897	49439	143	75	1	0	0.0	0
938057	9543	49434	86	37	1	0	8.0	2
461013	4561	49390	729	489	0	0	0.0	0
1393189	2313	49389	13	4	0	0	0.0	0
1040136	12456	49389	102	48	13	1	0.0	0
1402657	5850	49331	186	124	0	0	8.0	1
352689	5963	49299	392	228	8	2	0.0	0
938052	5898	49208	77	28	0	0	7.0	2
66952	2224	49171	928	653	0	0	0.0	0
482267	1161	49137	284	139	1	0	6.0	1
700572	15020	49091	66	21	4	1	8.0	2
785437	7726	49010	742	405	4	0	7.0	2
482264	1755	48876	295	147	1	0	8.0	1
376218	9477	48847	43	19	1	2	8.0	2
103070	3088	48807	680	405	0	0	0.0	0
263681	3152	48630	81	42	1	0	4.0	1
1350957	14035	48610	116	60	0	0	2.0	2
181440	3737	48558	527	316	1	0	8.0	2
1266300	78487	48486	17	9	1	3	2.75	4
1228711	1568	48472	10	4	0	0	7.0	1
15167	7330	48417	1777	1317	9	1	7.5	2
737755	3805	48222	71	40	8	0	7.0	2
996969	6948	48189	75	30	2	0	8.0	2
362322	2623	48163	83	46	0	0	0.0	0
1119023	9647	48053	37	15	1	0	8.0	2
6724	5440	47992	862	574	0	0	8.0	2
938054	8358	47726	98	42	1	0	8.0	2
1180631	23443	47637	28	9	1	0	0.0	0
1393251	438	47634	11	3	0	0	0.0	0
25391	9814	47526	1025	607	1	0	8.0	1
201900	5412	47447	122	38	2	0	5.0	2
199576	11988	47443	49	30	0	0	4.0	1
1169711	21442	47423	147	53	3	0	8.0	3
173348	5212	47169	100	44	4	0	0.0	0
1210725	2358	47056	31	11	0	0	8.0	3
537126	13044	47053	451	222	3	0	7.6667	3
26433	9072	46882	1034	646	1	0	6.0	1
26436	7612	46790	1043	655	2	0	5.0	2
1068673	7092	46716	251	146	12	0	8.0	2
38022	17511	46714	161	111	0	0	0.0	0
1287797	9608	46712	126	41	0	0	10.0	1
381504	10529	46571	37	18	3	0	8.0	1
480406	2017	46546	64	35	2	0	0.0	0
1208087	2711	46531	13	4	0	0	8.0	1
786942	9857	46416	372	230	0	0	8.0	1
25385	7494	46331	966	572	0	0	0.0	0
461021	3572	46326	714	485	1	0	0.0	0
402061	3310	46313	792	417	1	0	0.0	0
5084	1671	46248	191	107	1	0	4.0	1
1115106	10305	45956	64	33	3	0	8.0	2
1391332	2303	45907	24	7	0	0	3.0	1
1119406	4223	45900	126	84	0	0	8.0	2
728110	9565	45879	173	61	6	0	0.0	0
1169727	4197	45794	137	49	0	0	8.0	3
25247	5348	45774	1016	656	1	0	4.0	2
312680	7604	45638	144	78	4	0	0.0	0
700214	6003	45618	315	179	2	0	6.0	1
344322	6217	45462	118	61	0	0	0.0	0
1313078	6971	45447	234	130	0	0	0.0	0
216	33426	45387	1261	1125	9	2	4.0	1
1349694	6543	45156	64	31	0	0	10.0	1
1391394	1198	44912	18	6	0	0	3.0	1
1402652	6500	44825	193	121	0	0	8.0	1
25252	5607	44779	1039	668	5	0	5.0	2
214	49723	44663	1240	1121	0	0	0.0	0
25248	6217	44634	1048	671	2	0	0.0	0
1162699	13317	44386	130	51	8	0	10.0	1
347488	2288	44359	153	72	0	0	8.0	2
1391334	1224	44352	19	4	0	0	3.0	1
344330	11689	44302	154	76	4	0	7.0	1
35166	5972	44285	820	508	1	0	4.0	1
373357	10332	44199	89	40	2	0	0.0	0
1337809	26204	44181	85	39	0	0	0.0	0
40628	18707	44042	176	100	7	0	7.5	2
364093	2302	44030	424	249	0	0	6.0	1
1119022	9921	44022	46	15	2	0	8.0	2
175089	2396	43939	286	140	2	0	8.0	2
134147	8191	43817	76	41	3	0	0.0	0
1254632	5443	43690	128	75	11	0	7.6667	3
73154	9527	43667	1137	760	0	0	6.0	1
5760	23004	43644	34	15	1	1	0.0	0
260838	3268	43536	358	192	2	1	8.0	2
221281	5788	43477	199	116	2	0	8.5	2
959154	1455	43476	56	32	2	0	8.0	2
1050847	5086	43362	115	53	6	0	9.0	2
1061410	1992	43337	59	25	0	0	9.0	2
25384	6564	43264	955	564	0	0	6.0	1
585841	7036	43227	418	211	1	0	2.0	1
1063330	54411	43045	43	16	1	0	7.0	2
402063	9212	43008	811	422	3	0	0.0	0
482266	1165	42962	289	140	0	0	0.0	0
893810	6401	42926	47	19	1	0	7.0	2
